cliente_id,idade,tempo_cliente_meses,contrato,forma_pagamento,charge_mensal,total_cobrado,num_produtos,tem_internet,tem_fone,chamadas_suporte,churn
CLI-00783,37,12,mensal,boleto,80.51,959.94,2,1,1,3,1
CLI-00784,45,49,anual,boleto,101.9,5137.46,3,1,0,1,0
CLI-00785,25,17,anual,cartao_credito,96.95,1731.09,4,1,1,1,0
CLI-00786,58,64,mensal,cartao_credito,66.75,4124.02,1,1,1,2,0
CLI-00787,56,42,anual,cartao_credito,85.86,3668.4,5,1,1,3,0
CLI-00788,18,29,mensal,cartao_credito,122.99,3487.79,3,1,1,0,0
CLI-00789,20,19,mensal,debito_automatico,134.72,2670.46,4,1,1,1,0
CLI-00790,30,11,mensal,debito_automatico,100.59,1032.28,3,1,1,2,0
CLI-00791,45,50,anual,debito_automatico,97.36,4631.34,4,1,1,2,0
CLI-00792,74,71,mensal,cartao_credito,98.46,6887.28,4,1,1,2,0
CLI-00793,66,58,anual,debito_automatico,102.64,6416.77,2,1,1,3,0
CLI-00794,42,34,anual,debito_automatico,106.64,3678.93,2,1,1,4,0
CLI-00795,73,20,anual,boleto,67.2,1469.1,1,1,1,2,0
CLI-00796,50,50,bienal,cartao_credito,99.49,4579.8,1,1,1,1,0
CLI-00797,55,10,anual,debito_automatico,106.3,1054.53,3,1,1,5,0
CLI-00798,70,32,bienal,boleto,107.14,3372.99,2,1,1,3,0
CLI-00799,23,52,mensal,debito_automatico,69.96,3710.83,4,1,0,4,0
CLI-00800,61,15,mensal,debito_automatico,77.62,1236.94,2,1,1,2,0
CLI-00801,62,3,mensal,cartao_credito,98.54,315.81,4,1,1,1,0
CLI-00802,49,37,mensal,boleto,76.62,2931.44,2,0,1,2,0
CLI-00803,62,40,anual,debito_automatico,140.35,5772.92,4,1,0,1,1
CLI-00804,64,40,mensal,boleto,85.8,3740.21,3,1,1,2,0
CLI-00805,38,56,mensal,boleto,95.37,5216.48,2,1,1,1,0
CLI-00806,33,23,anual,debito_automatico,113.06,2773.45,5,1,1,3,0
CLI-00807,71,11,anual,debito_automatico,104.2,1242.83,5,1,1,1,0
CLI-00808,38,64,mensal,cartao_credito,87.83,5611.61,4,1,1,2,0
CLI-00809,28,8,anual,cartao_credito,135.12,1130.49,3,1,1,4,0
CLI-00810,54,56,mensal,debito_automatico,97.56,5328.98,4,1,1,5,0
CLI-00811,53,60,mensal,debito_automatico,111.51,6234.14,3,1,1,2,0
CLI-00812,52,10,anual,debito_automatico,77.81,791.56,1,1,1,1,0
CLI-00813,36,39,anual,boleto,76.83,2814.47,2,1,1,1,0
CLI-00814,37,28,mensal,cartao_credito,96.17,2669.92,3,1,1,1,0
CLI-00815,74,49,bienal,debito_automatico,108.16,5695.08,4,1,1,0,0
CLI-00816,35,36,mensal,debito_automatico,68.61,2265.46,1,0,1,2,0
CLI-00817,64,13,mensal,cartao_credito,86.71,1021.37,4,1,1,0,0
CLI-00818,58,36,mensal,boleto,119.52,4394.35,5,0,1,0,0
CLI-00819,66,26,anual,debito_automatico,112.33,2821.9,5,0,1,4,0
CLI-00820,31,4,anual,debito_automatico,72.96,287.05,2,1,1,0,0
CLI-00821,32,64,mensal,debito_automatico,67.23,4221.58,2,1,1,3,0
CLI-00822,48,38,mensal,cartao_credito,84.99,2962.61,1,1,1,1,0
CLI-00823,18,22,anual,debito_automatico,71.64,1419.6,5,1,1,2,0
CLI-00824,70,2,mensal,debito_automatico,88.79,191.73,3,1,1,2,0
CLI-00825,71,31,mensal,boleto,112.7,3296.51,5,1,1,0,0
CLI-00826,71,11,anual,boleto,120.75,1308.61,2,1,1,3,0
CLI-00827,20,46,mensal,cartao_credito,102.21,5145.43,4,0,1,4,0
CLI-00828,33,62,bienal,debito_automatico,71.98,4754.41,1,1,1,2,0
CLI-00829,40,69,mensal,cartao_credito,115.69,7356.66,5,1,1,0,0
CLI-00830,74,64,anual,cartao_credito,79.67,5107.57,3,1,1,2,0
CLI-00831,28,10,mensal,debito_automatico,89.62,937.44,3,1,1,3,0
CLI-00832,29,40,bienal,debito_automatico,94.59,3933.73,3,1,1,3,0
CLI-00833,27,24,mensal,cartao_credito,90.59,2287.58,1,0,1,0,1
CLI-00834,49,44,anual,debito_automatico,80.54,3513.61,3,0,1,1,0
CLI-00835,33,60,anual,debito_automatico,93.89,5268.27,3,1,1,1,0
CLI-00836,25,62,mensal,cartao_credito,74.18,4566.85,5,1,1,1,0
CLI-00837,55,17,mensal,boleto,88.33,1546.02,1,1,1,6,0
CLI-00838,29,65,anual,cartao_credito,97.39,6467.84,4,1,1,1,0
CLI-00839,41,57,bienal,debito_automatico,139.69,7278.4,4,1,1,3,0
CLI-00840,45,55,mensal,boleto,101.03,5073.17,3,1,1,2,0
CLI-00841,70,53,mensal,debito_automatico,68.66,3977.59,2,0,1,2,0
CLI-00842,25,56,anual,boleto,56.13,2924.39,1,0,1,2,0
CLI-00843,45,9,mensal,cartao_credito,99.23,856.36,2,1,1,2,0
CLI-00844,53,22,bienal,debito_automatico,113.93,2640.62,1,1,1,1,0
CLI-00845,43,13,anual,debito_automatico,107.8,1376.08,1,1,1,3,0
CLI-00846,25,48,anual,debito_automatico,85.75,3853.78,5,1,1,1,0
CLI-00847,67,18,mensal,boleto,98.07,1753.69,3,1,1,4,0
CLI-00848,45,40,mensal,debito_automatico,132.54,5374.71,5,1,1,3,0
CLI-00849,45,17,anual,boleto,59.18,996.56,2,1,1,2,0
CLI-00850,54,15,bienal,cartao_credito,106.75,1735.42,2,0,1,1,0
CLI-00851,58,15,bienal,debito_automatico,87.94,1262.3,4,1,1,2,0
CLI-00852,53,63,mensal,debito_automatico,105.69,6873.32,5,0,1,3,0
CLI-00853,44,39,mensal,debito_automatico,115.53,4156.3,5,1,1,4,0
CLI-00854,71,13,mensal,boleto,131.37,1671.02,5,0,1,3,0
CLI-00855,34,32,bienal,cartao_credito,132.64,4449.06,4,1,1,5,0
CLI-00856,26,9,mensal,debito_automatico,103.54,880.57,5,1,1,2,0
CLI-00857,50,40,mensal,debito_automatico,100.41,4088.51,5,0,1,2,0
CLI-00858,70,20,mensal,boleto,99.08,1844.25,5,1,1,3,0
CLI-00859,37,63,mensal,boleto,125.59,7283.47,5,0,1,3,0
CLI-00860,30,44,bienal,cartao_credito,105.91,4681.69,2,1,1,2,0
CLI-00861,45,38,mensal,cartao_credito,111.89,4400.64,3,1,0,3,0
CLI-00862,65,60,mensal,debito_automatico,91.4,5059.94,2,1,1,4,0
CLI-00863,46,71,mensal,debito_automatico,117.37,9029.56,5,1,1,1,0
CLI-00864,30,48,mensal,boleto,73.39,3329.51,1,1,1,3,0
CLI-00865,63,18,mensal,debito_automatico,75.26,1251.72,1,1,1,3,0
CLI-00866,52,16,mensal,cartao_credito,119.08,1791.99,4,1,1,1,0
CLI-00867,23,55,anual,debito_automatico,91.29,4689.14,2,1,1,4,0
CLI-00868,35,39,mensal,debito_automatico,92.54,3313.6,4,1,0,1,0
CLI-00869,68,68,mensal,boleto,123.99,8933.56,4,1,1,1,0
CLI-00870,22,59,mensal,cartao_credito,65.84,3881.09,1,1,1,3,0
CLI-00871,64,62,anual,cartao_credito,88.91,5389.51,2,0,1,1,0
CLI-00872,42,13,anual,boleto,69.2,980.68,3,1,1,0,0
CLI-00873,19,6,anual,cartao_credito,67.08,392.1,2,1,1,1,0
CLI-00874,27,60,anual,debito_automatico,102.38,5733.66,4,0,1,2,0
CLI-00875,73,14,anual,debito_automatico,96.08,1284.33,5,1,1,4,0
CLI-00876,47,54,mensal,debito_automatico,97.42,4986.04,4,1,1,0,0
CLI-00877,67,4,bienal,cartao_credito,110.27,440.97,2,1,0,1,0
CLI-00878,62,39,mensal,cartao_credito,75.5,2821.72,1,1,1,3,0
CLI-00879,22,25,mensal,debito_automatico,104.0,2608.35,2,1,1,3,0
CLI-00880,72,32,anual,cartao_credito,78.39,2593.41,3,1,1,0,0
CLI-00881,73,59,mensal,debito_automatico,120.98,7533.68,5,0,1,0,0
CLI-00882,50,63,bienal,cartao_credito,90.0,5908.32,5,1,0,1,0
CLI-00883,71,38,mensal,debito_automatico,97.0,3468.96,4,1,1,7,0
CLI-00884,18,53,bienal,boleto,97.79,4784.72,2,1,1,3,0
CLI-00885,35,67,anual,cartao_credito,78.26,5287.94,1,1,1,3,0
CLI-00886,49,28,bienal,cartao_credito,112.85,2969.52,3,1,1,4,0
CLI-00887,64,3,bienal,boleto,115.35,317.32,4,1,1,4,0
CLI-00888,66,22,bienal,debito_automatico,79.83,1765.78,2,1,1,3,0
CLI-00889,28,38,anual,cartao_credito,103.94,3812.9,1,1,1,0,0
CLI-00890,38,62,mensal,debito_automatico,94.73,6174.15,2,1,1,3,0
CLI-00891,43,57,mensal,cartao_credito,73.13,4013.5,1,1,1,1,0
CLI-00892,42,6,anual,cartao_credito,88.92,584.6,2,1,0,3,0
CLI-00893,39,32,bienal,boleto,87.82,2955.54,2,1,1,1,0
CLI-00894,44,10,anual,boleto,106.03,966.5,4,1,1,3,0
CLI-00895,66,3,bienal,debito_automatico,83.16,249.92,2,1,1,0,0
CLI-00896,30,59,anual,cartao_credito,93.45,5582.6,2,0,1,1,0
CLI-00897,50,49,mensal,cartao_credito,117.8,5997.67,4,1,1,0,0
CLI-00898,51,59,mensal,boleto,110.51,6517.22,4,1,1,7,0
CLI-00899,58,31,mensal,cartao_credito,117.83,3640.63,5,1,1,1,0
CLI-00900,52,69,mensal,debito_automatico,107.99,7254.5,5,1,1,3,0
CLI-00901,18,62,anual,cartao_credito,84.28,4986.52,4,1,0,3,0
CLI-00902,38,52,bienal,debito_automatico,71.41,4044.7,3,0,1,5,0
CLI-00903,65,41,anual,cartao_credito,63.85,2522.35,1,1,1,0,0
CLI-00904,72,31,mensal,cartao_credito,93.64,2649.38,4,1,1,2,0
CLI-00905,23,22,mensal,boleto,143.44,2945.69,5,1,1,1,0
CLI-00906,45,4,mensal,debito_automatico,111.03,475.85,2,1,1,2,0
CLI-00907,34,13,mensal,cartao_credito,90.13,1191.99,4,1,1,3,0
CLI-00908,22,45,mensal,debito_automatico,110.99,5273.03,4,1,1,2,0
CLI-00909,48,42,mensal,cartao_credito,108.65,4845.11,5,1,1,3,0
CLI-00910,22,49,mensal,debito_automatico,114.72,5984.68,5,0,1,1,0
CLI-00911,55,20,mensal,debito_automatico,83.03,1677.41,3,1,0,2,0
CLI-00912,20,54,bienal,cartao_credito,154.84,7821.42,5,1,1,3,0
CLI-00913,70,36,mensal,debito_automatico,147.29,4929.4,5,1,0,3,1
CLI-00914,40,1,mensal,debito_automatico,104.15,105.69,5,1,1,0,0
CLI-00915,54,15,mensal,boleto,74.07,1081.39,2,1,0,2,0
CLI-00916,70,17,mensal,debito_automatico,120.51,2072.45,4,1,1,1,0
CLI-00917,54,24,anual,cartao_credito,77.81,1866.87,4,1,1,3,0
CLI-00918,27,58,anual,cartao_credito,126.92,7511.82,5,1,1,1,0
CLI-00919,27,23,mensal,debito_automatico,96.51,2012.01,3,1,1,1,0
CLI-00920,36,46,anual,cartao_credito,81.32,3391.21,5,1,1,2,0
CLI-00921,34,8,mensal,debito_automatico,90.96,759.93,3,1,1,1,0
CLI-00922,38,59,anual,debito_automatico,88.88,4922.08,4,1,1,2,0
CLI-00923,31,59,mensal,cartao_credito,97.24,5911.8,3,1,1,2,0
CLI-00924,26,13,mensal,cartao_credito,95.15,1248.47,3,1,1,2,0
CLI-00925,63,39,anual,debito_automatico,51.05,2182.8,1,1,1,2,0
CLI-00926,18,28,anual,cartao_credito,87.32,2608.97,3,1,1,2,1
CLI-00927,68,61,anual,boleto,105.49,6323.1,3,0,0,2,0
CLI-00928,62,16,mensal,debito_automatico,100.94,1652.64,2,1,0,0,0
CLI-00929,30,2,mensal,boleto,94.74,174.98,4,1,1,0,1
CLI-00930,21,17,bienal,boleto,119.16,1979.69,5,1,1,1,0
CLI-00931,18,30,mensal,boleto,83.33,2616.84,1,0,0,4,1
CLI-00932,66,13,mensal,cartao_credito,92.95,1238.0,3,1,1,2,0
CLI-00933,57,13,mensal,boleto,95.28,1234.79,2,0,1,1,0
CLI-00934,49,43,mensal,cartao_credito,67.5,2714.73,2,1,1,1,0
CLI-00935,51,21,mensal,cartao_credito,110.02,2450.5,5,1,1,1,0
CLI-00936,45,55,mensal,debito_automatico,77.92,4091.18,5,1,1,1,0
CLI-00937,48,40,mensal,cartao_credito,100.92,4295.54,4,1,1,1,0
CLI-00938,25,15,bienal,cartao_credito,122.5,1878.52,3,1,1,1,0
CLI-00939,56,52,mensal,cartao_credito,79.61,4034.35,2,1,1,2,0
CLI-00940,43,53,mensal,cartao_credito,104.5,5029.63,1,1,1,2,0
CLI-00941,51,52,anual,debito_automatico,95.93,4721.4,4,1,1,2,0
CLI-00942,71,30,anual,cartao_credito,72.31,2338.1,3,1,1,2,0
CLI-00943,71,33,mensal,debito_automatico,123.31,4328.01,5,0,1,3,0
CLI-00944,20,57,anual,boleto,103.28,5975.09,3,1,1,1,0
CLI-00945,67,52,mensal,debito_automatico,156.38,8076.99,5,1,1,0,0
CLI-00946,29,9,anual,debito_automatico,74.41,689.4,3,1,1,0,0
CLI-00947,18,54,mensal,boleto,85.13,4565.99,1,1,1,1,0
CLI-00948,71,1,mensal,cartao_credito,109.84,113.01,4,1,1,4,0
CLI-00949,61,44,bienal,debito_automatico,131.16,5548.74,5,1,0,2,0
CLI-00950,22,9,anual,boleto,88.6,851.38,1,0,1,1,0
CLI-00951,47,32,mensal,boleto,80.24,2671.37,2,1,0,0,0
CLI-00952,47,15,mensal,debito_automatico,56.58,819.84,1,1,1,2,1
CLI-00953,74,12,mensal,cartao_credito,84.93,1086.56,1,1,1,5,0
CLI-00954,34,57,anual,boleto,85.49,4860.59,1,0,0,1,0
CLI-00955,65,8,mensal,cartao_credito,122.63,917.2,5,1,1,5,0
CLI-00956,64,27,mensal,debito_automatico,80.21,1982.76,2,1,1,1,0
CLI-00957,40,62,mensal,debito_automatico,107.56,6934.94,4,0,1,1,0
CLI-00958,32,12,anual,debito_automatico,47.12,606.73,1,1,1,3,0
CLI-00959,54,65,anual,boleto,89.42,6169.69,5,1,1,6,0
CLI-00960,38,42,anual,boleto,128.71,5574.1,5,1,1,1,0
CLI-00961,31,62,mensal,debito_automatico,105.6,6077.6,4,1,1,5,1
CLI-00962,19,11,bienal,cartao_credito,103.52,1046.27,3,1,1,1,0
CLI-00963,28,43,anual,debito_automatico,74.03,3084.63,2,1,1,2,0
CLI-00964,68,17,bienal,debito_automatico,71.49,1301.6,2,1,1,4,0
CLI-00965,56,32,mensal,debito_automatico,69.53,2430.43,1,1,1,2,0
CLI-00966,55,40,mensal,boleto,98.75,3745.68,3,1,1,1,0
CLI-00967,51,23,anual,boleto,99.72,2413.79,2,1,1,3,0
CLI-00968,55,56,mensal,debito_automatico,73.02,4149.53,1,1,1,1,0
CLI-00969,67,6,mensal,cartao_credito,60.81,330.7,3,1,0,1,0
CLI-00970,51,50,anual,debito_automatico,118.02,5951.65,5,1,1,1,0
CLI-00971,35,37,anual,boleto,83.34,3272.26,1,1,0,0,0
CLI-00972,47,64,bienal,debito_automatico,103.58,6332.3,3,1,1,0,0
CLI-00973,32,54,anual,boleto,119.13,6944.27,4,1,1,1,0
CLI-00974,44,49,mensal,cartao_credito,101.55,4713.48,2,1,1,2,0
CLI-00975,68,11,mensal,debito_automatico,105.22,1059.38,1,1,1,1,0
CLI-00976,51,49,mensal,debito_automatico,110.57,5049.44,5,1,1,2,0
CLI-00977,69,21,mensal,debito_automatico,69.36,1554.73,1,1,0,1,0
CLI-00978,74,66,mensal,boleto,106.82,6933.52,2,1,1,1,1
CLI-00979,55,63,mensal,cartao_credito,104.17,6952.46,2,1,1,0,0
CLI-00980,50,28,anual,cartao_credito,89.34,2517.15,3,1,1,2,0
CLI-00981,41,17,anual,debito_automatico,132.12,2237.31,5,1,0,1,0
CLI-00982,32,6,bienal,cartao_credito,95.49,608.11,3,0,1,1,0
CLI-00983,47,19,anual,debito_automatico,135.53,2535.67,5,1,1,5,0
CLI-00984,72,56,anual,cartao_credito,112.58,6685.31,1,1,0,0,0
CLI-00985,59,28,anual,cartao_credito,130.82,3370.41,1,1,1,3,0
CLI-00986,68,66,bienal,debito_automatico,95.24,6457.21,3,0,1,1,0
CLI-00987,34,38,anual,debito_automatico,130.31,5152.41,4,0,1,1,0
CLI-00988,22,37,bienal,cartao_credito,103.08,4118.39,2,1,1,1,0
CLI-00989,46,68,bienal,cartao_credito,112.94,7256.49,3,0,1,4,0
CLI-00990,21,49,bienal,cartao_credito,102.49,5126.69,3,0,0,2,0
CLI-00991,27,43,mensal,debito_automatico,97.02,4116.17,1,1,1,2,0
CLI-00992,73,36,mensal,cartao_credito,58.52,2057.33,2,1,1,2,0
CLI-00993,34,58,mensal,debito_automatico,93.42,4992.17,3,1,1,4,0
CLI-00994,27,13,mensal,debito_automatico,64.93,782.34,1,1,1,4,0
CLI-00995,34,52,mensal,debito_automatico,63.26,3511.23,1,1,1,2,0
CLI-00996,37,58,mensal,cartao_credito,65.29,3975.97,3,1,1,4,0
CLI-00997,41,32,mensal,debito_automatico,83.47,2608.19,3,1,0,1,0
CLI-00998,22,60,mensal,boleto,74.52,4764.95,1,0,1,1,0
CLI-00999,51,58,anual,cartao_credito,97.69,5190.94,3,1,1,1,0
CLI-01000,23,56,mensal,cartao_credito,85.75,4921.83,2,1,1,2,0
CLI-01001,70,28,anual,debito_automatico,99.05,2977.62,1,1,1,5,0
CLI-01002,19,1,anual,cartao_credito,60.08,64.15,1,1,1,2,0
CLI-01003,30,42,anual,debito_automatico,55.13,2256.55,3,1,1,1,0
CLI-01004,60,48,bienal,boleto,104.63,5268.56,3,1,1,3,0
CLI-01005,60,40,mensal,debito_automatico,93.07,3668.8,3,1,1,3,0
CLI-01006,65,63,mensal,debito_automatico,84.65,5695.74,2,1,1,3,0
CLI-01007,28,4,mensal,debito_automatico,63.74,256.53,1,1,1,0,0
CLI-01008,68,38,mensal,cartao_credito,120.18,4808.75,4,1,1,2,0
CLI-01009,64,27,anual,cartao_credito,77.62,1919.1,2,1,1,0,0
CLI-01010,74,9,mensal,boleto,68.33,626.04,2,1,1,5,0
CLI-01011,40,16,mensal,boleto,111.49,1801.78,1,1,1,2,0
CLI-01012,72,56,mensal,boleto,115.83,6629.15,4,1,1,3,0
CLI-01013,33,31,mensal,boleto,77.2,2486.84,1,1,1,6,0
CLI-01014,48,14,anual,cartao_credito,37.18,564.05,2,1,1,1,0
CLI-01015,28,25,anual,cartao_credito,89.29,2359.79,3,1,1,3,0
CLI-01016,71,34,mensal,debito_automatico,77.57,2489.5,1,1,1,5,1
CLI-01017,33,67,mensal,cartao_credito,107.27,7655.54,1,1,1,1,0
CLI-01018,25,24,mensal,boleto,59.0,1308.97,3,1,1,3,0
CLI-01019,21,26,mensal,boleto,133.21,3548.11,4,1,1,2,1
CLI-01020,57,20,bienal,boleto,110.74,2384.34,4,1,1,2,0
CLI-01021,21,64,mensal,debito_automatico,53.85,3171.46,1,1,1,3,0
CLI-01022,73,10,anual,cartao_credito,112.44,1203.04,3,1,1,1,0
CLI-01023,42,67,bienal,cartao_credito,73.12,5191.63,1,1,1,2,0
CLI-01024,20,24,mensal,debito_automatico,60.76,1459.34,3,1,0,3,0
CLI-01025,49,5,mensal,debito_automatico,77.11,370.81,2,1,1,1,0
CLI-01026,20,67,bienal,debito_automatico,99.1,6514.13,3,1,1,0,0
CLI-01027,44,58,anual,boleto,79.24,5026.7,1,1,1,2,0
CLI-01028,46,27,mensal,boleto,122.87,3119.57,5,1,1,1,0
CLI-01029,49,15,anual,cartao_credito,123.95,1888.85,4,1,1,3,0
CLI-01030,67,35,anual,cartao_credito,56.03,1797.59,1,0,1,4,0
CLI-01031,68,53,mensal,debito_automatico,93.58,4679.9,3,1,1,1,0
CLI-01032,36,44,bienal,cartao_credito,81.8,3788.75,3,1,1,5,0
CLI-01033,38,26,mensal,boleto,77.02,1923.46,4,0,1,3,0
CLI-01034,22,47,mensal,debito_automatico,76.96,3968.53,1,1,1,0,0
CLI-01035,35,34,bienal,cartao_credito,118.63,4034.08,5,1,1,2,0
CLI-01036,45,50,anual,debito_automatico,95.81,4806.35,2,1,1,0,0
CLI-01037,59,12,mensal,debito_automatico,102.1,1111.58,5,1,0,2,0
CLI-01038,39,4,mensal,boleto,65.84,287.41,2,0,1,0,0
CLI-01039,38,48,anual,cartao_credito,73.11,3280.64,2,0,1,1,0
CLI-01040,23,55,anual,boleto,40.46,2242.36,1,1,1,0,0
CLI-01041,18,1,anual,debito_automatico,62.21,60.91,2,0,1,1,0
CLI-01042,22,66,bienal,debito_automatico,71.95,4668.53,3,0,1,5,0
CLI-01043,58,30,bienal,cartao_credito,102.91,3175.78,2,1,1,2,0
CLI-01044,29,3,mensal,debito_automatico,102.89,318.68,2,1,1,3,0
CLI-01045,43,21,mensal,debito_automatico,144.59,2826.45,4,1,1,0,0
CLI-01046,63,49,mensal,debito_automatico,106.81,5233.26,4,0,0,1,0
CLI-01047,51,62,anual,boleto,68.32,4481.92,1,1,1,3,0
CLI-01048,66,38,anual,debito_automatico,78.24,2939.4,1,1,1,4,0
CLI-01049,31,15,mensal,boleto,90.62,1268.45,3,1,1,3,0
CLI-01050,43,52,mensal,cartao_credito,89.37,4473.63,4,1,1,4,0
CLI-01051,62,46,mensal,boleto,116.4,5046.39,5,1,1,0,0
CLI-01052,44,25,mensal,cartao_credito,81.87,1893.58,1,1,1,4,0
CLI-01053,26,21,mensal,boleto,76.35,1564.09,1,1,1,1,0
CLI-01054,43,5,mensal,boleto,96.11,484.48,4,1,1,3,0
CLI-01055,74,70,mensal,cartao_credito,114.64,7339.08,4,1,1,1,0
CLI-01056,64,47,mensal,debito_automatico,82.93,3978.64,3,1,0,2,0
CLI-01057,74,68,anual,debito_automatico,93.94,7017.8,4,1,1,2,0
CLI-01058,39,18,mensal,cartao_credito,95.5,1878.57,2,1,1,3,0
CLI-01059,64,21,anual,debito_automatico,130.23,2914.88,5,0,1,4,0
CLI-01060,73,23,anual,debito_automatico,104.4,2288.99,2,1,1,0,0
CLI-01061,47,64,anual,boleto,80.81,4677.83,2,0,1,4,0
CLI-01062,60,67,anual,boleto,60.71,4338.91,2,1,1,3,1
CLI-01063,65,40,mensal,debito_automatico,72.21,2631.75,1,1,1,5,0
CLI-01064,34,10,mensal,debito_automatico,87.47,823.2,2,0,1,5,0
CLI-01065,43,52,bienal,debito_automatico,55.72,2923.2,1,1,1,2,0
CLI-01066,53,61,anual,debito_automatico,95.84,5470.18,4,1,1,1,0
CLI-01067,18,64,bienal,debito_automatico,134.14,9158.07,5,1,1,0,0
CLI-01068,25,5,anual,debito_automatico,112.95,596.06,5,1,1,1,0
CLI-01069,66,53,mensal,boleto,75.19,4188.92,2,1,1,4,0
CLI-01070,52,55,mensal,debito_automatico,110.58,6466.43,5,1,1,3,0
CLI-01071,69,37,anual,debito_automatico,79.67,2782.54,1,1,1,3,0
CLI-01072,32,56,mensal,boleto,94.53,5536.02,4,1,1,1,0
CLI-01073,64,59,mensal,debito_automatico,101.45,5812.31,2,1,1,5,0
CLI-01074,73,69,anual,debito_automatico,57.43,4094.9,3,1,1,3,0
CLI-01075,39,59,mensal,debito_automatico,119.44,6514.24,5,1,1,3,0
CLI-01076,31,2,mensal,cartao_credito,98.54,205.18,5,1,1,2,0
CLI-01077,43,65,anual,debito_automatico,106.91,7605.3,2,1,1,2,0
CLI-01078,45,60,anual,debito_automatico,84.51,4607.76,5,0,1,0,0
CLI-01079,40,51,mensal,debito_automatico,128.77,6033.78,5,1,1,1,0
CLI-01080,31,30,anual,debito_automatico,78.21,2169.69,3,1,1,3,0
CLI-01081,41,11,bienal,debito_automatico,84.44,915.94,1,1,1,0,0
CLI-01082,19,39,mensal,boleto,76.7,2866.13,2,1,1,2,0
CLI-01083,62,63,mensal,boleto,108.54,7257.77,2,1,1,1,0
CLI-01084,43,64,mensal,debito_automatico,90.18,5741.26,3,0,1,0,0
CLI-01085,31,61,mensal,boleto,79.54,4836.94,3,1,1,0,0
CLI-01086,73,54,mensal,debito_automatico,105.98,5971.34,1,0,0,2,0
CLI-01087,68,58,bienal,boleto,96.4,5436.85,4,1,0,2,0
CLI-01088,24,56,anual,debito_automatico,96.44,5242.09,2,1,1,0,0
CLI-01089,20,34,anual,cartao_credito,128.78,4603.51,5,0,1,3,0
CLI-01090,64,31,bienal,cartao_credito,60.41,1977.6,1,0,1,1,0
CLI-01091,40,52,bienal,debito_automatico,94.44,4433.93,2,0,1,1,0
CLI-01092,63,1,mensal,debito_automatico,89.14,82.79,1,1,1,3,0
CLI-01093,60,55,mensal,debito_automatico,71.05,3683.52,4,1,1,1,0
CLI-01094,64,22,anual,debito_automatico,92.46,1973.75,2,1,1,4,0
CLI-01095,62,40,mensal,cartao_credito,102.92,3945.09,5,1,1,3,0
CLI-01096,35,1,mensal,cartao_credito,118.4,122.39,2,1,1,2,0
CLI-01097,55,65,anual,debito_automatico,95.32,6602.41,1,0,1,1,0
CLI-01098,52,63,bienal,cartao_credito,110.78,6549.35,4,0,1,2,0
CLI-01099,68,54,mensal,debito_automatico,37.17,2032.46,1,1,1,4,0
CLI-01100,32,42,anual,debito_automatico,86.9,3553.31,1,0,1,1,0
CLI-01101,42,21,mensal,boleto,78.78,1656.29,3,1,1,0,0
CLI-01102,72,22,anual,cartao_credito,95.47,2151.07,1,1,0,3,0
CLI-01103,54,38,mensal,cartao_credito,98.8,4049.95,4,1,1,1,0
CLI-01104,45,8,bienal,debito_automatico,99.62,747.91,5,1,1,1,0
CLI-01105,27,62,mensal,debito_automatico,85.27,4850.06,3,1,1,3,0
CLI-01106,56,47,anual,cartao_credito,70.6,3402.62,1,1,1,0,0
CLI-01107,74,17,mensal,boleto,59.06,982.76,2,1,1,2,0
CLI-01108,34,17,mensal,cartao_credito,69.68,1104.7,3,1,1,2,0
CLI-01109,56,13,mensal,debito_automatico,95.29,1143.9,4,1,1,0,0
CLI-01110,39,17,mensal,cartao_credito,117.1,2014.15,2,1,1,3,0
CLI-01111,43,38,mensal,debito_automatico,116.29,4242.68,4,1,1,1,0
CLI-01112,61,45,mensal,debito_automatico,102.08,5050.6,2,1,1,0,0
CLI-01113,42,6,anual,cartao_credito,133.94,788.52,5,1,1,0,0
CLI-01114,34,35,anual,boleto,107.62,3549.95,4,1,1,2,0
CLI-01115,30,14,mensal,debito_automatico,76.87,1103.91,2,1,1,2,0
CLI-01116,37,61,anual,debito_automatico,93.78,5427.98,4,1,1,5,0
CLI-01117,42,15,mensal,cartao_credito,77.49,1160.98,3,1,1,1,0
CLI-01118,21,54,mensal,debito_automatico,118.22,6361.63,4,1,1,2,0
CLI-01119,27,27,mensal,cartao_credito,83.28,2227.67,4,1,1,3,0
CLI-01120,20,13,anual,boleto,127.81,1759.92,2,1,1,1,0
CLI-01121,58,31,mensal,debito_automatico,83.94,2454.66,4,1,1,2,0
CLI-01122,62,35,bienal,boleto,134.46,5086.64,5,1,1,4,0
CLI-01123,35,60,mensal,debito_automatico,102.57,6512.79,1,1,1,5,0
CLI-01124,64,6,mensal,boleto,106.49,617.62,3,0,1,1,0
CLI-01125,53,69,mensal,debito_automatico,118.41,7648.38,2,1,1,2,0
CLI-01126,64,58,bienal,cartao_credito,98.08,5437.81,4,1,1,3,0
CLI-01127,39,49,anual,cartao_credito,104.57,4952.42,4,1,1,1,0
CLI-01128,51,23,anual,debito_automatico,106.49,2477.16,4,1,1,1,0
CLI-01129,64,34,bienal,debito_automatico,105.8,3270.84,3,1,1,2,0
CLI-01130,25,26,bienal,cartao_credito,41.62,1171.8,1,1,0,0,0
CLI-01131,57,47,anual,debito_automatico,107.88,4663.39,5,1,1,2,0
